0.35277,0,0,0
0.19708,0,0,0
0.19152,0,0,0
0.19709,0,0,0
0.19438,0,0,0
0.19462,0,0,0
0.19605,0,0,0
0.20538,0,0,0
0.2011,0,0,0
0.2058,0,0,0
0.19975,0,0,0
0.20259,0,0,0
0.11975,0,0,0
0.23162,0,0,0
0.2149,0,0,0
0.20632,0,0,0
0.4137,0,0,0
0.2044,0,0,0
0.20963,0,0,0
0.40774,0,0,0
0.40349,0,0,0
0.20417,0,0,0
0.21236,0,0,0
0.21041,0,0,0
0.22105,0,0,0
0.2216,0,0,0
0.22966,0,0,0
0.22046,0,0,0
0.1306,0,0,0
0.24961,0,0,0
0.23348,0,0,0
0.24767,0,0,0
0.22868,0,0,0
0.30876,0,0,0
0.24085,0,0,0
0.23206,0,0,0
0.246,0,0,0
0.24652,0,0,0
0.33388,0,0,0
0.36253,0,0,0
0.24382,0,0,0
0.21711,0,0,0
0.28254,0,0,0
0.3682,0,0,0
0.27088,0,0,0
0.29088,0,0,0
0.2539,0,0,0
0.25924,0,0,0
0.24733,0,0,0
0.24088,0,0,0
0.2475,0,0,0
0.25143,0,0,0
0.47716,0,0,0
0.26196,0,0,0
0.50584,0,0,0
0.4632,0,0,0
0.24804,0,0,0
0.25748,0,0,0
0.24656,0,0,0
0.53344,0,0,0
0.33996,0,0,0
0.35367,0,0,0
0.24229,0,0,0
0.24115,0,0,0
0.24413,0,0,0
0.24098,0,0,0
0.26275,0,0,0
0.24103,0,0,0
0.24067,0,0,0
0.4493,0,0,0
0.44397,0,0,0
0.46488,0,0,0
0.42601,0,0,0
0.24668,0,0,0
0.24729,0,0,0
0.24966,0,0,0
0.24676,0,0,0
0.25384,0,0,0
0.25189,0,0,0
0.44337,0,0,0
0.24314,0,0,0
0.26542,0,0,0
0.45836,0,0,0
0.458,0,0,0
0.26443,0,0,0
0.25532,0,0,0
0.25714,0,0,0
0.2538,0,0,0
0.46568,0,0,0
0.25579,0,0,0
0.25784,0,0,0
0.26086,0,0,0
0.4513,0,0,0
0.25977,0,0,0
0.26399,0,0,0
0.26493,0,0,0
0.26445,0,0,0
0.2717,0,0,0
0.47514,0,0,0
0.45338,0,0,0
0.29413,0,0,0
0.26428,0,0,0
0.45454,0,0,0
0.25563,0,0,0
0.26558,0,0,0
0.26566,0,0,0
0.26874,0,0,0
0.26691,0,0,0
0.27501,0,0,0
0.44268,0,0,0
0.27363,0,0,0
0.27469,0,0,0
0.4595,0,0,0
0.2703,0,0,0
0.27359,0,0,0
0.23899,0,0,0
0.27924,0,0,0
0.26699,0,0,0
0.2798,0,0,0
0.48497,0,0,0
0.28416,0,0,0
0.28497,0,0,0
0.48653,0,0,0
0.47227,0,0,0
0.30201,0,0,0
0.29618,0,0,0
0.29291,0,0,0
0.28928,0,0,0
0.27917,0,0,0
0.48768,0,0,0
0.29298,0,0,0
0.27876,0,0,0
0.33736,0,0,0
0.5303,0,0,0
0.29717,0,0,0
0.2904,0,0,0
0.30476,0,0,0
0.30677,0,0,0
0.29605,0,0,0
0.49585,0,0,0
0.62813,0,0,0
0.3036,0,0,0
0.31021,0,0,0
0.52928,0,0,0
0.30833,0,0,0
0.30238,0,0,0
0.32919,0,0,0
0.22593,0,0,0
0.3379,0,0,0
0.34794,0,0,0
0.54697,0,0,0
0.32249,0,0,0
0.31891,0,0,0
0.56319,0,0,0
0.51314,0,0,0
0.3117,0,0,0
0.32979,0,0,0
0.41366,0,0,0
0.36292,0,0,0
0.27055,0,0,0
0.45644,0,0,0
0.31934,0,0,0
0.37749,0,0,0
0.54438,0,0,0
0.32744,0,0,0
0.33434,0,0,0
0.33935,0,0,0
0.33022,0,0,0
0.31949,0,0,0
0.31926,0,0,0
0.55675,0,0,0
0.35963,0,0,0
0.366,0,0,0
0.6376,0,0,0
0.47013,0,0,0
0.32636,0,0,0
0.33035,0,0,0
0.32187,0,0,0
0.32921,0,0,0
0.38915,0,0,0
0.52671,0,0,0
0.53842,0,0,0
0.33315,0,0,0
0.33337,0,0,0
0.52661,0,0,0
0.33928,0,0,0
0.3489,0,0,0
0.34466,0,0,0
0.34812,0,0,0
0.33751,0,0,0
0.33702,0,0,0
0.52694,0,0,0
0.33738,0,0,0
0.33233,0,0,0
0.44647,0,0,0
0.3574,0,0,0
0.35578,0,0,0
0.34989,0,0,0
0.35184,0,0,0
0.34274,0,0,0
0.34689,0,0,0
0.53935,0,0,0
0.35162,0,0,0
0.3668,0,0,0
0.53484,0,0,0
0.3444,0,0,0
0.35511,0,0,0
0.35055,0,0,0
0.35095,0,0,0
0.35101,0,0,0
0.35941,0,0,0
0.55545,0,0,0
0.19508,0,0,0
0.37153,0,0,0
0.55161,0,0,0
0.54855,0,0,0
0.3553,0,0,0
0.37091,0,0,0
0.36615,0,0,0
0.37072,0,0,0
0.37893,0,0,0
0.55632,0,0,0
0.54562,0,0,0
0.36492,0,0,0
0.38249,0,0,0
0.58312,0,0,0
0.36938,0,0,0
0.37004,0,0,0
0.35798,0,0,0
0.40863,0,0,0
0.18778,0,0,0
0.19221,0,0,0
0.19285,0,0,0
0.18825,0,0,0
0.19215,0,0,0
0.19074,0,0,0
0.20227,0,0,0
0.1957,0,0,0
0.19637,0,0,0
0.19123,0,0,0
0.19727,0,0,0
0.2052,0,0,0
0.20842,0,0,0
0.21118,0,0,0
0.20616,0,0,0
0.40602,0,0,0
0.19685,0,0,0
0.2095,0,0,0
0.39652,0,0,0
0.39463,0,0,0
0.19796,0,0,0
0.20799,0,0,0
0.20402,0,0,0
0.20994,0,0,0
0.20897,0,0,0
0.21779,0,0,0
0.20902,0,0,0
0.21257,0,0,0
0.20967,0,0,0
0.20869,0,0,0
0.21078,0,0,0
0.20853,0,0,0
0.21607,0,0,0
0.21418,0,0,0
0.2135,0,0,0
0.20899,0,0,0
0.21552,0,0,0
0.22491,0,0,0
0.2242,0,0,0
0.23189,0,0,0
0.23507,0,0,0
0.23237,0,0,0
0.2181,0,0,0
0.23917,0,0,0
0.21621,0,0,0
0.22077,0,0,0
0.22794,0,0,0
0.2256,0,0,0
0.21988,0,0,0
0.22558,0,0,0
0.23346,0,0,0
0.40875,0,0,0
0.22177,0,0,0
0.41583,0,0,0
0.43067,0,0,0
0.22497,0,0,0
0.41491,0,0,0
0.43001,0,0,0
0.43865,0,0,0
0.23845,0,0,0
0.24181,0,0,0
0.24764,0,0,0
0.24431,0,0,0
0.23731,0,0,0
0.23498,0,0,0
0.23451,0,0,0
0.23308,0,0,0
0.23751,0,0,0
0.45723,0,0,0
0.35791,0,0,0
0.43099,0,0,0
0.44804,0,0,0
0.2486,0,0,0
0.2434,0,0,0
0.24629,0,0,0
0.23791,0,0,0
0.24123,0,0,0
0.24719,0,0,0
0.43497,0,0,0
0.24176,0,0,0
0.24479,0,0,0
0.46418,0,0,0
0.43043,0,0,0
0.24192,0,0,0
0.25129,0,0,0
0.24994,0,0,0
0.24728,0,0,0
0.46273,0,0,0
0.1478,0,0,0
0.27866,0,0,0
0.26091,0,0,0
0.46129,0,0,0
0.25163,0,0,0
0.25152,0,0,0
0.25813,0,0,0
0.25996,0,0,0
0.25579,0,0,0
0.46454,0,0,0
0.44898,0,0,0
0.26267,0,0,0
0.27307,0,0,0
0.48592,0,0,0
0.26654,0,0,0
0.26847,0,0,0
0.25808,0,0,0
0.26245,0,0,0
0.26766,0,0,0
0.26142,0,0,0
0.43621,0,0,0
0.26795,0,0,0
0.27227,0,0,0
0.46644,0,0,0
0.27201,0,0,0
0.2642,0,0,0
0.22896,0,0,0
