0.020704,0.015677,0.026826,0.022593
0.015788,0.015694,0.022085,0.021774
0.015571,0.015526,0.02242,0.022579
0.017576,0.017609,0.025348,0.022045
0.015879,0.015883,0.023269,0.022194
0.016751,0.015308,0.022078,0.022893
0.01741,0.016927,0.022459,0.021336
0.016315,0.016243,0.022194,0.021705
0.014948,0.015512,0.022074,0.021498
0.015428,0.015502,0.021984,0.021373
0.015729,0.01548,0.024436,0.023269
0.015315,0.015038,0.02631,0.021529
0.015688,0.01539,0.022386,0.021549
0.015205,0.015551,0.022124,0.021633
0.015336,0.015466,0.02255,0.021544
0.015473,0.015336,0.021937,0.02181
0.016214,0.01709,0.022546,0.021528
0.015289,0.014928,0.022104,0.021707
0.015737,0.015326,0.022542,0.021653
0.016507,0.015319,0.023381,0.026303
0.017313,0.01724,0.025473,0.024706
0.017514,0.016555,0.025081,0.025164
0.015513,0.017209,0.02737,0.024678
0.017021,0.017567,0.02629,0.025229
0.017363,0.017061,0.025014,0.024752
0.017584,0.017318,0.025278,0.026947
0.019735,0.019348,0.024462,0.021813
0.018166,0.01671,0.021173,0.022692
0.015283,0.014959,0.02166,0.022972
0.014802,0.015245,0.021622,0.022719
0.014802,0.014425,0.023814,0.020647
0.015204,0.015891,0.022045,0.021522
0.016837,0.014801,0.02209,0.021033
0.015195,0.014716,0.021939,0.021213
0.015397,0.015133,0.023801,0.02079
0.015141,0.015875,0.024193,0.020635
0.018196,0.014918,0.022379,0.02152
0.015829,0.014966,0.023222,0.021389
0.015314,0.015162,0.022878,0.021587
0.015495,0.016494,0.022148,0.020488
0.015111,0.015006,0.022403,0.021417
0.015378,0.015148,0.02197,0.021373
0.0154,0.015145,0.02274,0.021555
0.015401,0.015034,0.022837,0.02105
0.015397,0.015097,0.022137,0.021353
0.014724,0.015014,0.022972,0.021254
0.015866,0.015086,0.021808,0.021169
0.015394,0.015268,0.021719,0.021399
0.015287,0.015297,0.022288,0.022158
0.015312,0.014814,0.022345,0.021418
0.015006,0.017511,0.021384,0.021593
0.015277,0.015484,0.022392,0.021378
0.015132,0.015158,0.02209,0.021929
0.015087,0.015264,0.022533,0.022021
0.015131,0.015183,0.022086,0.021419
0.01556,0.015766,0.022699,0.021778
0.01517,0.015392,0.023381,0.021965
0.01508,0.014341,0.022068,0.022341
0.015494,0.018504,0.027719,0.023054
0.015605,0.015008,0.022254,0.021476
0.019345,0.015176,0.027376,0.021486
0.015703,0.015089,0.022442,0.021814
